volume_id,volume_title,volume_long_title,volume_subtitle,volume_short_title,volume_lds_url,book_id,book_title,book_long_title,book_subtitle,book_short_title,book_lds_url,chapter_id,chapter_number,verse_id,verse_number,scripture_text
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31103,1,"1 Εγώ, ο Νεφί, έχοντας γεννηθεί από καλούς γονείς, αφού διδάχθηκα σε κάποιο βαθμό όλες τις γνώσεις του πατέρα μου, και έχοντας δει πολλά βάσανα επί των ημερών μου, παρά ταύτα, έχοντας ευνοηθεί άκρως από τον Κύριο όλες τις ημέρες μου, μάλιστα, αφού είχα λάβει μεγάλη γνώση για την καλοσύνη και τα μυστήρια του Θεού, γι’ αυτό κάνω ένα χρονικό των τεκταινομένων κατά τις ημέρες μου."
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31104,2,"2 Λοιπόν, κάνω ένα χρονικό στη γλώσσα του πατέρα μου, η οποία αποτελείται από τις γνώσεις των Ιουδαίων και τη γλώσσα των Αιγυπτίων."
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31105,3,3 Και γνωρίζω ότι το χρονικό που φτιάχνω είναι αληθινό. Και το φτιάχνω με το ίδιο μου το χέρι. Και το κάνω σύμφωνα με τη γνώση μου.
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31106,4,"4 Επειδή συνέβη ώστε στην αρχή του πρώτου έτους της βασιλείας του Σεδεκία, βασιλέα του Ιούδα, (ο πατέρας μου Λεχί, έχοντας κατοικήσει στην Ιερουσαλήμ όλες τις ημέρες του)· και εκείνο το ίδιο έτος ήλθαν πολλοί προφήτες, προφητεύοντας στον λαό ότι πρέπει να μετανοήσει ή η μεγάλη πόλη της Ιερουσαλήμ πρέπει να καταστραφεί."
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31107,5,"5 Γι’ αυτό συνέβη ώστε ο πατέρας μου, ο Λεχί, καθώς προχωρούσε, προσευχήθηκε στον Κύριο, λοιπόν, με όλη του την καρδιά, για λογαριασμό του λαού του."
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31108,6,"6 Και συνέβη ώστε καθώς προσευχόταν προς τον Κύριο, ήλθε μία πύρινη στήλη και παρέμεινε επάνω σε έναν βράχο εμπρός του. Και είδε και άκουσε πολλά. Και εξαιτίας όσων είδε και άκουσε, σειόταν και έτρεμε υπερβολικά."
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31109,7,"7 Και συνέβη ώστε επέστρεψε στο σπίτι του στην Ιερουσαλήμ. Και έπεσε επάνω στο κρεβάτι του, επειδή είχε κατακλυσθεί από το Πνεύμα και από εκείνα που είχε δει."
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31110,8,"8 Και έχοντας επομένως κατακλυσθεί από το Πνεύμα, μεταφέρθηκε σε ένα όραμα, ώστε είδε τους ουρανούς ανοικτούς και νόμισε ότι είδε τον Θεό να κάθεται επάνω στον θρόνο Του, περιστοιχισμένος από αναρίθμητες συνάξεις αγγέλων σε στάση ψαλμωδίας και δοξολογίας του Θεού τους."
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31111,9,"9 Και συνέβη ώστε είδε Έναν κατελθόντα από τον μέσον του ουρανού, και διαπίστωσε ότι η λάμψη Του ήταν ανώτερη και από του ήλιου το καταμεσήμερο."
3,Βιβλίο του Μορμών,Το Βιβλίο του Μορμών,Μια Ακόμη Μαρτυρία για τον Ιησού Χριστό,ΒΜ,bofm,67,1 Νεφί,Πρώτο Βιβλίο του Νεφί,,1 Νε,bofm/1-ne,1190,1,31112,10,"10 Και είδε επίσης δώδεκα άλλους, που Τον ακολουθούσαν και η λαμπρότητά τους ξεπερνούσε τη λαμπρότητα των αστεριών στο στερέωμα."
