volume_id,volume_title,volume_long_title,volume_subtitle,volume_short_title,volume_lds_url,book_id,book_title,book_long_title,book_subtitle,book_short_title,book_lds_url,chapter_id,chapter_number,verse_id,verse_number,scripture_text
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31103,1,"1 Yo, Nefi , nací de buenos padres y recibí, por tanto, alguna instrucción en toda la ciencia de mi padre; y habiendo conocido muchas aflicciones durante el curso de mi vida, siendo, no obstante, altamente favorecido del Señor todos mis días; sí, habiendo logrado un conocimiento grande de la bondad y los misterios de Dios, escribo, por tanto, la historia de los hechos de mi vida."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31104,2,"2 Sí, hago la relación en el lenguaje de mi padre, que se compone de la ciencia de los judíos y el idioma de los egipcios."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31105,3,"3 Y sé que la historia que escribo es verdadera ; y la escribo de mi propia mano, con arreglo a mis conocimientos."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31106,4,"4 Pues sucedió que al comenzar el primer año del reinado de Sedequías , rey de Judá (mi padre Lehi había morado en Jerusalén toda su vida), llegaron muchos profetas ese mismo año profetizando al pueblo que se arrepintiera, o la gran ciudad de Jerusalén sería destruida."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31107,5,"5 Aconteció, por tanto, que mientras iba por su camino, mi padre Lehi oró al Señor, sí, con todo su corazón , a favor de su pueblo."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31108,6,"6 Y ocurrió que mientras estaba orando al Señor, apareció ante él, sobre una roca, un pilar de fuego; y fue mucho lo que vio y oyó; y se estremeció y tembló extremadamente por las cosas que vio y oyó."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31109,7,"7 Y sucedió que volvió a su casa en Jerusalén, y se echó sobre su lecho, dominado por el Espíritu y por las cosas que había visto."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31110,8,"8 Y dominado de esta manera por el Espíritu, fue arrebatado en una visión , en la que vio abrirse los cielos , y creyó ver a Dios sentado en su trono, rodeado de innumerables concursos de ángeles, en actitud de estar cantando y alabando a su Dios."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31111,9,"9 Y sucedió que vio a Uno que descendía del cielo, y vio que su resplandor era mayor que el del sol al mediodía."
3,Libro de Mormón,El Libro de Mormón,Otro Testamento de Jesucristo,LM,bofm,67,1 Nefi,Primer Libro de Nefi,Su reinado y ministerio,1 Ne,bofm/1-ne,1190,1,31112,10,"10 Y vio también que lo seguían otros doce , cuyo brillo excedía al de las estrellas del firmamento."
